Education,Marital_Status,Income,Dt_Customer,Recency,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,Age,Total_Children,Total_Spending,Total_Purchases,Tenure_Days,TotalAcceptedCmp,WebPurchaseRatio,StorePurchaseRatio
2,3,18222.0,2012-12-31,70,1,2,0,3,8,35,0,67.0,5,4575,0,0.4,0.6
2,2,62335.0,2013-05-23,87,2,3,3,13,2,73,1,658.0,19,4432,0,0.15789473684210525,0.6842105263157895
0,5,42033.0,2012-09-19,95,1,1,0,2,7,54,2,25.0,3,4678,0,0.3333333333333333,0.6666666666666666
4,3,86580.0,2013-02-27,72,0,4,2,5,1,42,0,746.0,11,4517,0,0.36363636363636365,0.45454545454545453
4,2,41437.0,2012-09-22,5,1,1,0,3,7,68,2,32.0,4,4675,0,0.25,0.75
3,6,73705.0,2014-03-05,86,2,9,6,8,5,74,2,1521.5,23,4146,0,0.391304347826087,0.34782608695652173
2,3,61064.0,2012-08-31,80,5,8,4,11,6,49,1,981.5,23,4697,0,0.34782608695652173,0.4782608695652174
3,3,38452.0,2014-03-30,62,3,3,0,3,7,70,2,72.0,6,4121,0,0.5,0.5
2,4,18358.0,2013-11-20,49,3,3,0,4,7,36,1,57.0,7,4251,0,0.42857142857142855,0.5714285714285714
4,5,55012.0,2014-03-21,85,6,8,2,9,5,52,1,660.0,19,4130,0,0.42105263157894735,0.47368421052631576
1,5,9722.0,2012-10-02,7,4,3,1,3,8,52,1,103.0,7,4665,0,0.42857142857142855,0.42857142857142855
4,3,38175.0,2013-09-23,6,3,3,1,4,7,41,1,153.0,8,4309,0,0.375,0.5
3,5,58656.0,2012-09-20,25,4,7,8,13,6,69,1,1220.0,28,4677,0,0.25,0.4642857142857143
2,5,52117.0,2012-08-16,55,2,5,2,4,7,60,1,279.0,11,4712,0,0.45454545454545453,0.36363636363636365
2,3,64813.0,2014-01-02,81,1,7,2,10,5,47,1,670.5,19,4208,0,0.3684210526315789,0.5263157894736842
4,3,54222.0,2014-03-01,98,1,3,3,5,3,52,1,264.0,11,4150,0,0.2727272727272727,0.45454545454545453
2,3,83512.0,2014-06-17,31,1,4,7,10,1,39,0,1878.0,21,4042,0,0.19047619047619047,0.47619047619047616
3,3,77520.0,2013-08-28,30,1,8,7,7,4,66,1,1519.0,22,4335,0,0.36363636363636365,0.3181818181818182
2,5,41154.0,2013-04-09,98,1,1,0,4,5,47,1,69.0,5,4476,0,0.2,0.8
2,3,80398.0,2012-11-10,92,1,5,8,12,3,59,0,1130.5,25,4626,0,0.2,0.48
1,4,18746.0,2014-05-29,41,2,3,0,3,6,33,1,64.0,6,4061,0,0.5,0.5
2,5,35196.0,2012-11-13,68,6,6,1,5,8,41,1,436.5,12,4623,0,0.5,0.4166666666666667
2,4,60230.0,2013-05-20,78,2,6,3,6,5,69,1,1067.0,15,4435,0,0.4,0.4
2,3,22108.0,2014-05-08,46,2,2,0,3,7,48,2,31.0,5,4082,0,0.4,0.6
2,5,44392.0,2013-09-05,71,5,4,1,4,7,51,2,211.0,9,4327,0,0.4444444444444444,0.4444444444444444
4,3,55424.0,2012-11-25,6,4,7,5,9,6,49,1,877.0,21,4611,0,0.3333333333333333,0.42857142857142855
2,3,17688.0,2013-01-13,82,1,1,0,2,8,46,1,11.0,3,4562,0,0.3333333333333333,0.6666666666666666
4,3,92491.0,2013-05-01,71,1,7,5,12,3,42,0,1655.0,24,4454,0,0.2916666666666667,0.5
2,4,90273.0,2013-12-14,32,1,5,6,7,2,34,0,1646.0,18,4227,0,0.2777777777777778,0.3888888888888889
4,6,82571.0,2014-04-02,28,0,6,5,13,2,63,0,1670.0,24,4118,0,0.25,0.5416666666666666
4,4,38513.0,2014-01-28,20,5,6,1,5,8,43,1,324.0,12,4182,0,0.5,0.4166666666666667
3,4,16653.0,2014-04-18,10,3,2,1,3,6,46,1,69.0,6,4102,0,0.3333333333333333,0.5
2,5,42586.0,2012-10-29,7,5,4,1,6,8,70,2,252.0,11,4638,0,0.36363636363636365,0.5454545454545454
1,4,23529.0,2013-01-07,67,1,1,1,2,6,60,1,54.0,4,4568,0,0.25,0.5
3,5,74881.0,2013-03-08,48,4,9,2,12,5,64,2,964.0,23,4508,0,0.391304347826087,0.5217391304347826
2,3,71107.0,2013-02-17,61,2,7,6,13,4,74,1,1088.0,26,4527,0,0.2692307692307692,0.5
4,5,46910.0,2014-03-23,36,2,2,0,3,6,61,2,68.0,5,4128,0,0.4,0.6
2,3,18690.0,2012-12-28,77,1,1,1,2,8,66,0,60.0,4,4578,0,0.25,0.5
2,2,37244.0,2013-04-27,90,1,1,1,2,7,70,2,55.0,4,4458,0,0.25,0.5
2,5,82427.0,2014-03-12,35,1,3,5,12,1,59,0,1364.0,20,4139,0,0.15,0.6
0,4,75342.0,2013-05-06,38,1,5,2,10,4,67,1,510.0,17,4449,0,0.29411764705882354,0.5882352941176471
2,2,70044.0,2013-02-18,46,4,7,10,5,5,71,1,1471.5,22,4526,0,0.3181818181818182,0.22727272727272727
2,4,79146.0,2014-04-24,33,2,8,1,8,6,58,2,564.0,17,4096,0,0.47058823529411764,0.47058823529411764
2,3,77437.0,2013-11-26,70,1,4,5,13,1,62,0,1125.0,22,4245,0,0.18181818181818182,0.5909090909090909
2,3,54984.0,2014-05-24,51,4,6,1,6,7,66,1,358.0,13,4066,0,0.46153846153846156,0.46153846153846156
4,3,42403.0,2013-12-11,18,1,1,0,3,8,54,1,42.0,4,4230,0,0.25,0.75
2,5,55761.0,2014-04-24,97,2,4,1,3,6,61,1,184.0,8,4096,0,0.5,0.375
2,5,37292.0,2013-04-18,32,5,6,3,5,8,42,1,460.0,14,4467,0,0.42857142857142855,0.35714285714285715
4,4,45576.0,2014-05-28,9,1,3,1,3,8,80,0,145.0,7,4062,0,0.42857142857142855,0.42857142857142855
2,5,70321.0,2013-01-16,6,1,6,5,13,4,78,0,1116.5,24,4559,0,0.25,0.5416666666666666
4,2,58086.0,2013-01-20,80,2,11,3,7,8,56,1,792.0,21,4555,0,0.5238095238095238,0.3333333333333333
2,3,81795.0,2012-10-26,74,1,4,10,7,2,73,0,1157.0,21,4641,0,0.19047619047619047,0.3333333333333333
1,5,28389.0,2012-11-20,49,1,1,0,2,7,78,0,28.0,3,4616,0,0.3333333333333333,0.6666666666666666
3,3,66835.0,2013-09-28,21,1,6,4,13,2,79,0,1018.5,23,4304,0,0.2608695652173913,0.5652173913043478
2,2,69901.0,2013-05-29,95,3,7,3,10,5,56,1,848.5,20,4426,0,0.35,0.5
4,3,80360.0,2013-03-03,56,2,4,4,5,2,76,0,1958.0,13,4513,0,0.3076923076923077,0.38461538461538464
4,5,63342.0,2012-10-16,48,3,8,3,5,6,64,1,1101.0,16,4651,0,0.5,0.3125
2,3,44989.0,2012-09-12,26,5,5,1,5,6,51,1,369.0,11,4685,0,0.45454545454545453,0.45454545454545453
0,4,31859.0,2014-02-27,3,1,1,0,3,7,45,1,48.0,4,4152,0,0.25,0.75
4,6,51569.0,2013-02-12,39,4,7,1,7,8,76,1,467.0,15,4532,0,0.4666666666666667,0.4666666666666667
2,6,30372.0,2012-12-25,33,3,2,0,3,7,54,2,44.0,5,4581,0,0.4,0.6
1,4,16014.0,2013-03-17,42,4,1,1,4,3,46,2,38.0,6,4499,0,0.16666666666666666,0.6666666666666666
2,3,41120.0,2013-11-06,80,3,2,1,3,6,57,2,81.0,6,4265,0,0.3333333333333333,0.5
3,4,39763.0,2013-08-04,9,2,5,1,2,9,54,1,167.0,8,4359,0,0.625,0.25
4,3,38725.0,2014-05-10,52,2,1,0,4,4,70,2,45.0,5,4080,0,0.2,0.8
2,3,77981.0,2013-05-26,78,3,7,4,7,5,53,1,580.0,18,4429,0,0.3888888888888889,0.3888888888888889
0,3,62905.0,2013-09-10,68,3,7,2,8,4,61,1,596.0,17,4322,0,0.4117647058823529,0.47058823529411764
0,2,13533.0,2013-03-10,45,2,2,0,3,7,46,1,48.0,5,4506,0,0.4,0.6
2,5,59481.0,2013-10-23,47,2,3,3,8,2,50,1,461.0,14,4279,0,0.21428571428571427,0.5714285714285714
2,3,72117.0,2013-08-20,34,1,9,7,9,5,48,1,1073.0,25,4343,0,0.36,0.36
0,3,21955.0,2013-09-07,81,2,2,1,3,6,39,1,55.0,6,4325,0,0.3333333333333333,0.5
2,3,67131.0,2013-03-26,72,3,9,2,12,6,69,1,976.0,23,4490,0,0.391304347826087,0.5217391304347826
4,4,36802.0,2014-06-16,23,1,1,0,3,5,45,1,20.0,4,4043,0,0.25,0.75
2,5,71853.0,2013-05-08,29,1,2,8,6,1,43,0,1085.5,16,4447,0,0.125,0.375
1,3,28249.0,2014-06-15,80,1,2,0,3,6,64,0,43.0,5,4044,0,0.4,0.6
3,3,47808.0,2013-10-20,30,2,3,2,3,7,50,1,224.0,8,4282,0,0.375,0.375
4,2,25509.0,2012-09-18,15,3,3,0,3,9,51,1,101.0,6,4679,0,0.5,0.5
4,3,51012.0,2013-04-18,86,1,4,1,4,6,79,0,209.0,9,4467,0,0.4444444444444444,0.4444444444444444
2,4,70596.0,2012-10-05,68,1,3,5,12,2,40,0,968.0,20,4662,0,0.15,0.6
4,5,85431.0,2013-06-08,54,1,2,7,7,0,73,0,1117.5,16,4416,0,0.125,0.4375
2,3,42664.0,2014-03-18,44,1,1,0,3,6,58,1,24.0,4,4133,0,0.25,0.75
2,5,42586.0,2012-10-29,7,5,4,1,6,8,70,2,252.0,11,4638,0,0.36363636363636365,0.5454545454545454
2,4,29760.0,2012-08-29,87,4,3,1,4,8,40,1,165.0,8,4699,0,0.375,0.5
4,3,28973.0,2012-10-13,59,2,5,1,5,8,48,0,269.0,11,4654,0,0.45454545454545453,0.45454545454545453
4,5,39435.0,2013-08-06,16,1,3,1,2,7,52,1,102.0,6,4357,0,0.5,0.3333333333333333
0,3,65370.0,2013-08-01,1,1,2,3,13,1,41,0,435.5,18,4362,0,0.1111111111111111,0.7222222222222222
1,4,20194.0,2012-12-17,64,2,2,0,3,6,46,1,47.0,5,4589,0,0.4,0.6
4,4,42473.0,2014-02-17,72,3,2,1,4,5,49,2,144.0,7,4162,0,0.2857142857142857,0.5714285714285714
2,3,64590.0,2012-10-14,98,1,9,4,10,6,57,0,1281.0,23,4653,0,0.391304347826087,0.43478260869565216
2,5,71232.0,2013-11-28,91,2,11,2,10,7,66,1,917.0,23,4243,0,0.4782608695652174,0.43478260869565216
2,5,34600.0,2013-01-01,8,5,5,2,5,8,54,2,318.0,12,4574,0,0.4166666666666667,0.4166666666666667
2,4,46904.0,2012-11-03,20,4,5,1,4,8,58,2,253.0,10,4633,0,0.5,0.4
2,3,49094.0,2012-09-21,6,5,6,3,6,6,52,1,502.0,15,4676,0,0.4,0.4
2,5,36075.0,2013-12-09,54,1,2,0,4,6,42,1,119.0,6,4232,0,0.3333333333333333,0.6666666666666666
0,5,60839.0,2012-08-28,72,6,2,2,12,8,46,2,1077.0,16,4700,0,0.125,0.75
2,5,77298.0,2013-11-02,46,1,6,6,11,3,46,1,935.0,23,4269,0,0.2608695652173913,0.4782608695652174
2,5,34026.0,2013-08-05,11,3,2,1,3,5,75,2,76.0,6,4358,0,0.3333333333333333,0.5
4,4,48918.0,2014-04-12,21,2,1,0,4,4,62,2,62.0,5,4108,0,0.2,0.8
0,5,82122.0,2013-08-15,89,1,3,9,13,1,63,0,1351.5,25,4348,0,0.12,0.52
2,4,37697.0,2014-02-07,82,1,2,1,3,6,49,1,84.0,6,4172,0,0.3333333333333333,0.5
2,5,34074.0,2013-07-13,69,5,3,3,3,6,73,2,255.0,9,4381,0,0.3333333333333333,0.3333333333333333
3,3,28520.0,2013-06-14,55,1,1,1,2,6,65,2,43.0,4,4410,0,0.25,0.5
2,4,62535.0,2013-10-03,13,1,3,2,8,3,70,1,398.0,13,4299,0,0.23076923076923078,0.6153846153846154
3,4,36273.0,2014-04-16,80,2,3,0,3,6,48,1,76.0,6,4104,0,0.5,0.5
2,5,63404.0,2014-06-06,97,2,6,3,4,4,61,2,902.0,13,4053,0,0.46153846153846156,0.3076923076923077
0,5,75774.0,2014-05-02,27,1,7,5,8,4,44,1,685.5,20,4088,0,0.35,0.4
2,5,78416.0,2014-06-27,99,2,7,7,10,3,49,1,1055.0,24,4032,0,0.2916666666666667,0.4166666666666667
2,5,75702.0,2012-10-14,87,1,10,5,13,6,51,1,1823.5,28,4653,0,0.35714285714285715,0.4642857142857143
3,5,59385.0,2013-04-28,85,2,3,1,4,5,74,2,185.0,8,4457,0,0.375,0.5
2,4,37070.0,2013-03-20,30,6,5,1,8,7,59,2,433.0,14,4496,0,0.35714285714285715,0.5714285714285714
2,3,44689.0,2014-01-10,82,2,1,1,2,7,74,2,34.0,4,4200,0,0.25,0.5
2,5,53977.0,2013-06-08,21,5,5,5,12,5,67,1,907.0,22,4416,0,0.22727272727272727,0.5454545454545454
4,4,7144.0,2013-12-07,92,0,12,1,1,0,59,2,251.5,14,4234,0,0.8571428571428571,0.07142857142857142
2,4,18701.0,2013-06-04,95,4,2,0,4,5,61,2,44.0,6,4420,0,0.3333333333333333,0.6666666666666666
2,3,90369.0,2014-04-28,2,1,4,6,6,1,69,0,1059.5,16,4092,0,0.25,0.375
4,4,63159.0,2012-11-05,74,1,3,5,8,3,51,0,1762.0,16,4631,0,0.1875,0.5
2,5,37758.0,2012-10-04,49,2,1,0,3,8,59,2,40.0,4,4663,0,0.25,0.75
4,4,46757.0,2012-11-16,71,6,4,4,7,9,62,1,1143.0,15,4620,0,0.26666666666666666,0.4666666666666667
3,3,79734.0,2014-06-28,72,1,4,3,6,1,56,0,914.0,13,4031,0,0.3076923076923077,0.46153846153846156
2,5,63207.0,2013-01-20,68,1,2,3,6,7,33,0,1317.0,11,4555,0,0.18181818181818182,0.5454545454545454
2,2,72071.0,2013-02-14,4,3,5,4,8,2,71,1,1228.0,17,4530,0,0.29411764705882354,0.47058823529411764
4,5,21840.0,2013-07-21,80,1,1,0,3,9,42,1,27.0,4,4373,0,0.25,0.75
0,5,58582.0,2013-09-28,15,2,9,2,9,5,43,1,763.0,20,4304,0,0.45,0.45
2,4,72282.0,2013-07-19,70,1,5,7,9,7,74,0,1246.5,21,4375,0,0.23809523809523808,0.42857142857142855
2,3,50387.0,2013-08-31,91,3,6,2,8,5,69,2,525.0,16,4332,0,0.375,0.5
4,5,32583.0,2014-06-15,10,1,1,0,2,7,64,2,9.0,3,4044,0,0.3333333333333333,0.6666666666666666
2,5,62568.0,2014-04-07,99,3,5,3,5,4,63,1,953.0,13,4113,0,0.38461538461538464,0.38461538461538464
3,2,44635.0,2013-10-11,25,2,2,0,3,7,54,2,68.0,5,4291,0,0.4,0.6
3,4,33316.0,2013-10-04,34,3,2,1,4,6,54,2,131.0,7,4298,0,0.2857142857142857,0.5714285714285714
2,3,63967.0,2013-08-09,57,3,4,4,12,2,57,1,843.5,20,4354,0,0.2,0.6
0,5,52513.0,2012-09-04,84,2,9,5,9,7,47,0,936.5,23,4693,0,0.391304347826087,0.391304347826087
2,3,25293.0,2013-09-15,51,1,1,1,2,8,56,1,37.0,4,4317,0,0.25,0.5
4,6,54111.0,2013-08-25,97,2,5,2,6,5,60,1,388.0,13,4338,0,0.38461538461538464,0.46153846153846156
2,5,78394.0,2013-02-15,13,1,4,6,5,2,39,0,1152.0,15,4529,0,0.26666666666666666,0.3333333333333333
3,3,80739.0,2013-05-23,92,1,3,10,9,1,67,0,1442.0,22,4432,0,0.13636363636363635,0.4090909090909091
3,5,22669.0,2013-05-22,30,3,4,1,2,9,50,1,173.0,7,4433,0,0.5714285714285714,0.2857142857142857
2,4,29236.0,2013-10-08,30,2,4,0,3,9,38,1,99.0,7,4294,0,0.5714285714285714,0.42857142857142855
2,5,44911.0,2013-03-15,11,3,4,1,4,7,66,1,215.0,9,4501,0,0.4444444444444444,0.4444444444444444
4,3,54693.0,2013-02-17,72,6,6,4,13,6,63,1,929.0,23,4527,0,0.2608695652173913,0.5652173913043478
2,5,48186.0,2014-03-20,39,3,4,1,4,7,51,1,219.0,9,4131,0,0.4444444444444444,0.4444444444444444
2,3,54809.0,2013-09-11,0,4,2,1,5,4,48,2,174.0,8,4321,0,0.25,0.625
2,5,41580.0,2012-12-10,15,3,2,1,3,5,47,2,92.0,6,4596,0,0.3333333333333333,0.5
4,3,80336.0,2013-09-09,12,1,2,9,13,1,55,0,951.5,24,4323,0,0.08333333333333333,0.5416666666666666
2,3,47743.0,2013-03-22,56,3,4,1,6,6,68,1,275.0,11,4494,0,0.36363636363636365,0.5454545454545454
0,3,62972.0,2012-08-03,39,2,7,4,3,6,70,1,521.5,14,4725,0,0.5,0.21428571428571427
4,2,57333.0,2012-09-22,55,6,8,5,9,6,71,1,1612.5,22,4675,0,0.36363636363636365,0.4090909090909091
4,5,32313.0,2013-02-11,60,3,4,0,4,9,43,1,159.0,8,4533,0,0.5,0.5
3,6,84953.0,2013-06-03,73,1,3,10,4,2,72,0,978.0,17,4421,0,0.17647058823529413,0.23529411764705882
3,2,27071.0,2014-04-23,90,2,2,0,3,6,57,1,35.0,5,4097,0,0.4,0.6
3,5,68148.0,2013-08-31,86,1,4,4,6,2,68,0,1042.0,14,4332,0,0.2857142857142857,0.42857142857142855
3,5,65735.0,2013-12-07,37,5,6,2,6,7,60,2,395.0,14,4234,0,0.42857142857142855,0.42857142857142855
4,3,86836.0,2012-09-12,7,1,6,10,6,5,50,0,557.0,22,4685,0,0.2727272727272727,0.2727272727272727
4,3,4023.0,2014-06-23,29,6,0,0,0,13,62,2,9.0,0,4036,0,0.0,0.0
2,3,30093.0,2013-07-08,19,1,2,0,3,7,35,0,69.0,5,4386,0,0.4,0.6
4,3,57705.0,2014-01-11,14,3,8,1,6,6,59,1,486.0,15,4199,0,0.5333333333333333,0.4
2,4,25008.0,2014-02-02,72,2,1,0,3,8,37,1,34.0,4,4177,0,0.25,0.75
0,4,83257.0,2012-09-18,56,1,5,10,12,6,30,0,1305.0,27,4679,0,0.18518518518518517,0.4444444444444444
2,5,22280.0,2013-05-19,85,1,1,0,2,8,50,1,13.0,3,4436,0,0.3333333333333333,0.6666666666666666
4,3,72159.0,2012-10-29,62,1,4,6,10,2,47,0,1058.0,20,4638,0,0.2,0.5
2,5,64260.0,2013-01-11,1,1,4,5,4,3,64,0,1226.0,13,4564,0,0.3076923076923077,0.3076923076923077
4,4,82733.0,2013-09-10,28,1,8,4,7,4,41,0,1323.0,19,4322,0,0.42105263157894735,0.3684210526315789
3,2,74290.0,2013-08-12,70,4,10,8,10,6,54,1,1217.0,28,4351,0,0.35714285714285715,0.35714285714285715
3,4,58217.0,2012-11-17,84,1,2,0,4,6,74,3,103.0,6,4619,0,0.3333333333333333,0.6666666666666666
3,5,21024.0,2013-07-04,89,1,2,0,4,7,49,0,84.0,6,4390,0,0.3333333333333333,0.6666666666666666
4,3,70116.0,2013-01-26,73,1,2,8,12,1,53,0,1489.0,22,4549,0,0.09090909090909091,0.5454545454545454
2,5,54006.0,2012-09-18,42,2,8,1,7,7,40,1,581.0,16,4679,0,0.5,0.4375
4,3,69063.0,2012-11-07,16,1,5,3,5,3,59,1,928.0,13,4629,0,0.38461538461538464,0.38461538461538464
0,2,11448.0,2013-12-15,16,1,1,0,2,6,50,0,14.0,3,4226,0,0.3333333333333333,0.6666666666666666
2,4,61825.0,2013-08-07,56,1,4,2,8,4,46,1,424.0,14,4356,0,0.2857142857142857,0.5714285714285714
2,3,70886.0,2013-10-14,65,1,5,4,4,2,54,1,953.0,13,4288,0,0.38461538461538464,0.3076923076923077
2,3,69109.0,2012-11-09,10,1,6,6,7,4,43,0,1551.5,19,4627,0,0.3157894736842105,0.3684210526315789
2,6,60208.0,2012-10-07,13,6,8,3,7,7,52,2,656.0,18,4660,0,0.4444444444444444,0.3888888888888889
3,5,32889.0,2013-09-06,78,3,2,1,3,5,57,2,55.0,6,4326,0,0.3333333333333333,0.5
2,4,34738.0,2014-05-11,51,1,1,0,3,6,41,1,20.0,4,4079,0,0.25,0.75
3,5,30538.0,2012-10-01,27,4,9,0,4,10,54,1,367.0,13,4666,0,0.6923076923076923,0.3076923076923077
0,5,82326.0,2014-03-10,30,1,5,10,6,2,48,0,1903.0,21,4141,0,0.23809523809523808,0.2857142857142857
4,2,26642.0,2014-03-01,71,2,2,0,3,6,58,1,42.0,5,4150,0,0.4,0.6
2,2,69932.0,2013-06-12,97,2,7,6,11,4,61,1,904.5,24,4412,0,0.2916666666666667,0.4583333333333333
2,4,44503.0,2014-04-16,83,2,2,0,3,6,53,2,48.0,5,4104,0,0.4,0.6
4,4,60200.0,2013-01-02,3,6,6,2,11,6,77,1,685.0,19,4573,0,0.3157894736842105,0.5789473684210527
2,2,49638.0,2014-04-19,71,1,1,0,3,2,73,1,39.0,4,4101,0,0.25,0.75
0,4,23830.0,2014-02-07,3,1,1,0,3,7,38,0,43.0,4,4172,0,0.25,0.75
3,6,33051.0,2012-08-16,15,3,9,1,8,9,66,0,729.5,18,4712,0,0.5,0.4444444444444444
2,3,72905.0,2014-01-21,52,1,3,7,9,1,67,0,1261.0,19,4189,0,0.15789473684210525,0.47368421052631576
4,5,69702.0,2013-02-19,8,2,7,7,10,4,74,1,1039.0,24,4525,0,0.2916666666666667,0.4166666666666667
2,2,70300.0,2013-07-15,89,3,5,5,13,8,50,1,1596.0,23,4379,0,0.21739130434782608,0.5652173913043478
4,3,70643.0,2012-10-15,66,1,5,8,4,6,41,0,1740.0,17,4652,0,0.29411764705882354,0.23529411764705882
4,3,30396.0,2014-04-30,22,2,1,1,2,7,56,1,34.0,4,4090,0,0.25,0.5
4,2,50616.0,2014-04-18,56,2,4,0,4,7,57,1,149.0,8,4102,0,0.5,0.5
3,4,62772.0,2013-05-19,74,1,5,6,11,2,56,1,946.0,22,4436,0,0.22727272727272727,0.5
4,4,30298.0,2014-05-19,48,1,1,1,3,3,40,0,28.0,5,4071,0,0.2,0.6
2,4,52413.0,2012-11-03,67,2,7,1,7,7,41,1,450.0,15,4633,0,0.4666666666666667,0.4666666666666667
4,3,44155.0,2014-01-19,24,1,1,1,2,4,68,2,46.0,4,4191,0,0.25,0.5
4,2,86979.0,2013-11-07,67,1,5,5,5,2,54,0,1402.0,15,4264,0,0.3333333333333333,0.3333333333333333
2,5,76532.0,2013-09-09,38,4,9,5,7,5,50,2,763.0,21,4323,0,0.42857142857142855,0.3333333333333333
2,3,42081.0,2013-02-26,86,2,6,3,4,6,43,1,382.0,13,4518,0,0.46153846153846156,0.3076923076923077
4,3,67546.0,2012-08-31,90,1,4,10,5,3,37,0,1786.0,19,4697,0,0.21052631578947367,0.2631578947368421
3,5,88420.0,2014-05-02,87,1,4,7,8,1,36,0,1900.5,19,4088,0,0.21052631578947367,0.42105263157894735
2,3,31158.0,2013-01-27,62,2,2,0,3,8,40,1,72.0,5,4548,0,0.4,0.6
2,2,61671.0,2014-06-03,23,6,10,4,6,8,57,1,732.0,20,4056,0,0.5,0.3
2,4,69719.0,2014-05-26,99,1,2,3,5,1,51,0,739.5,10,4064,0,0.2,0.5
2,2,49160.0,2013-10-20,29,2,3,1,6,6,76,1,236.0,10,4282,0,0.3,0.6
1,5,24882.0,2012-09-09,52,1,1,1,2,6,47,1,80.0,4,4688,0,0.25,0.5
4,4,90933.0,2014-03-31,90,1,4,6,4,1,71,0,1685.0,14,4120,0,0.2857142857142857,0.2857142857142857
4,4,113734.0,2014-05-28,9,0,12,0,0,1,80,0,96.0,12,4062,0,1.0,0.0
4,5,59292.0,2013-06-13,71,2,3,5,8,3,75,1,507.0,16,4411,0,0.1875,0.5
4,3,45759.0,2013-02-23,13,2,2,0,3,7,61,2,68.0,5,4521,0,0.4,0.6
2,4,22148.0,2014-04-13,16,1,1,0,3,7,42,0,49.0,4,4107,0,0.25,0.75
3,3,73395.0,2014-03-18,94,1,4,4,6,2,38,0,397.0,14,4133,0,0.2857142857142857,0.42857142857142855
2,2,29819.0,2013-10-24,77,3,3,0,3,6,54,1,39.0,6,4278,0,0.5,0.5
2,3,45688.0,2014-01-25,20,2,3,1,8,4,57,1,306.0,12,4185,0,0.25,0.6666666666666666
2,3,62820.0,2013-05-11,51,1,3,4,6,1,71,0,958.5,13,4444,0,0.23076923076923078,0.46153846153846156
4,3,60491.0,2013-09-06,81,4,6,10,7,5,54,1,1028.0,23,4326,0,0.2608695652173913,0.30434782608695654
2,5,33235.0,2014-02-05,71,1,3,0,3,7,39,1,70.0,6,4174,0,0.5,0.5
2,3,35701.0,2013-03-19,36,1,1,0,3,6,66,0,46.0,4,4497,0,0.25,0.75
3,3,31535.0,2013-09-26,95,1,1,1,2,7,45,1,51.0,4,4306,0,0.25,0.5
0,5,92556.0,2014-04-20,32,0,3,5,13,0,65,0,1097.5,21,4100,0,0.14285714285714285,0.6190476190476191
2,4,67384.0,2012-11-10,32,2,7,8,5,5,55,1,1452.5,20,4626,0,0.35,0.25
3,5,80573.0,2012-10-14,85,1,4,6,13,2,54,0,1496.0,23,4653,0,0.17391304347826086,0.5652173913043478
2,3,77870.0,2012-08-22,93,3,5,5,5,8,58,1,1808.5,15,4706,0,0.3333333333333333,0.3333333333333333
4,6,52278.0,2013-01-25,24,6,10,5,10,8,62,1,1150.5,25,4550,0,0.4,0.4
2,4,57107.0,2012-08-24,44,6,4,4,8,8,57,1,405.5,16,4704,0,0.25,0.5
2,3,18929.0,2013-02-16,15,1,1,0,4,6,35,0,85.0,5,4528,0,0.2,0.8
4,4,36038.0,2013-05-31,82,2,3,0,3,6,44,1,47.0,6,4424,0,0.5,0.5
2,4,20180.0,2013-02-20,27,1,2,1,4,7,49,0,137.0,7,4524,0,0.2857142857142857,0.5714285714285714
4,5,34230.0,2012-12-26,72,1,1,0,2,7,60,2,21.0,3,4580,0,0.3333333333333333,0.6666666666666666
0,4,31878.0,2014-06-22,7,1,1,0,4,3,48,1,70.0,5,4037,0,0.2,0.8
0,3,70932.0,2014-01-19,57,2,6,2,12,3,53,1,634.5,20,4191,0,0.3,0.6
2,4,91249.0,2012-10-20,84,0,7,9,6,4,69,0,1550.0,22,4647,0,0.3181818181818182,0.2727272727272727
3,4,77598.0,2013-10-01,53,1,7,5,13,3,82,0,1726.5,25,4301,0,0.28,0.52
2,4,80982.0,2013-01-08,48,3,11,5,11,5,66,2,1135.0,27,4567,0,0.4074074074074074,0.4074074074074074
3,3,22701.0,2013-09-05,2,1,1,0,3,5,48,1,24.0,4,4327,0,0.25,0.75
4,3,55212.0,2012-11-23,65,3,4,2,11,8,56,1,1182.0,17,4613,0,0.23529411764705882,0.6470588235294118
2,3,70617.0,2013-06-23,45,1,3,3,7,2,55,0,1083.0,13,4401,0,0.23076923076923078,0.5384615384615384
2,4,64849.0,2012-11-13,42,1,9,3,6,5,68,0,1333.0,18,4623,0,0.5,0.3333333333333333
3,3,62694.0,2013-06-17,29,5,9,3,7,7,60,2,739.0,19,4407,0,0.47368421052631576,0.3684210526315789
4,3,61917.0,2013-11-20,83,1,2,0,4,5,51,2,91.0,6,4251,0,0.3333333333333333,0.6666666666666666
4,3,67472.0,2013-09-28,93,2,4,2,7,3,78,1,414.0,13,4304,0,0.3076923076923077,0.5384615384615384
3,3,21059.0,2014-01-07,40,3,3,0,3,6,43,1,44.0,6,4203,0,0.5,0.5
3,3,29543.0,2014-04-01,47,2,3,1,2,7,57,2,63.0,6,4119,0,0.5,0.3333333333333333
2,3,75903.0,2013-04-08,50,2,6,6,9,3,74,1,864.5,21,4477,0,0.2857142857142857,0.42857142857142855
0,5,34984.0,2012-09-06,40,2,1,0,3,7,50,2,38.0,4,4691,0,0.25,0.75
4,4,54998.0,2013-03-10,3,5,4,2,9,4,69,1,455.0,15,4506,0,0.26666666666666666,0.6
